long_dist,lat_vel,Crash,Crash type,minTTC,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_lat_speed,true_lat_speed,perceived_speed,true_speed,entry_ego_speed,entry_perceived_gap,entry_true_gap,entry_perceived_lat_gap,entry_true_lat_gap,entry_perceived_lat_speed,entry_true_lat_speed,entry_perceived_speed,entry_true_speed
1,0.0,False,0,4.0,False,19.444444444444443,0.07894425549212958,-3.999999999999999,1.4812916630187827,1.6,0.0,0.0,11.11111111111111,11.11111111111111,,,,,,,,,
1,0.1,False,0,4.0,False,19.444444444444443,-3.765922871891232,-3.999999999999999,1.4311670424318983,1.54,-0.1,-0.1,11.11111111111111,11.11111111111111,19.444444444444443,127.73267592550856,124.56666666666813,0.11347204013745538,-0.00999999999999579,-0.1,-0.1,11.11111111111111,11.11111111111111
1,0.2,False,0,4.0,False,19.444444444444443,-3.392989244864249,-3.999999999999999,1.3808434690112095,1.48,-0.2,-0.2,11.11111111111111,11.11111111111111,19.444444444444443,58.068530896595405,57.90000000000026,-0.062019101601129556,-0.019999999999997353,-0.2,-0.2,11.11111111111111,11.11111111111111
1,0.30000000000000004,False,0,4.0,True,19.444444444444443,-2.114095279378108,-3.999999999999999,1.5091878818308144,1.42,-0.30000000000000004,-0.30000000000000004,11.11111111111111,11.11111111111111,19.444444444444443,35.50397574673909,35.400000000000006,-0.12619313437924373,-0.020000000000001572,-0.30000000000000004,-0.30000000000000004,11.11111111111111,11.11111111111111
1,0.4,False,0,2.900000000000001,True,19.444444444444443,-2.1255626410263124,-3.999999999999999,1.533033765120726,1.3599999999999999,-0.4,-0.4,11.11111111111111,11.11111111111111,19.444444444444443,23.72380826910383,23.733333333333324,0.0012077361450284485,-6.661338147750939e-16,-0.4,-0.4,11.11111111111111,11.11111111111111
1,0.5,False,0,2.1,True,19.444444444444443,-2.311978268176401,-3.999999999999999,1.4920075488883557,1.3000000000000003,-0.5,-0.5,11.11111111111111,11.11111111111111,19.444444444444443,17.06679530520611,17.066666666666652,0.12320338164560996,0.0,-0.5,-0.5,11.11111111111111,11.11111111111111
1,0.6000000000000001,False,0,1.5666666666666664,True,19.444444444444443,-3.6393689740372297,-3.999999999999999,1.1771951676009054,1.2400000000000002,-0.6000000000000001,-0.6000000000000001,11.11111111111111,11.11111111111111,19.444444444444443,13.94077243148229,12.89999999999998,-0.0709681951336012,-0.019999999999999574,-0.6000000000000001,-0.6000000000000001,11.11111111111111,11.11111111111111
1,0.7000000000000001,False,0,1.1857142857142857,True,19.444444444444443,-3.6443480640757953,-3.999999999999999,1.4482803924821903,1.1800000000000002,-0.7000000000000001,-0.7000000000000001,11.11111111111111,11.11111111111111,19.444444444444443,10.575965674823667,9.566666666666638,0.021900107421086057,-0.009999999999999343,-0.7000000000000001,-0.7000000000000001,11.11111111111111,11.11111111111111
1,0.8,False,0,0.9000000000000002,True,19.444444444444443,-2.402951833871829,-3.999999999999999,1.0598018053214848,1.12,-0.8,-0.8,11.11111111111111,11.11111111111111,19.444444444444443,10.401170273672513,7.066666666666646,0.10411430340926708,-2.220446049250313e-16,-0.8,-0.8,11.11111111111111,11.11111111111111
1,0.9,False,0,0.6777777777777776,True,19.444444444444443,-2.510718554366366,-3.999999999999999,1.175607920683421,1.06,-0.9,-0.9,11.11111111111111,11.11111111111111,19.444444444444443,9.812614171913832,5.399999999999982,0.5276558868022141,-0.02000000000000024,-0.9,-0.9,11.11111111111111,11.11111111111111
