long_dist,lat_vel,Crash,Crash type,minTTC,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_lat_speed,true_lat_speed,perceived_speed,true_speed,entry_ego_speed,entry_perceived_gap,entry_true_gap,entry_perceived_lat_gap,entry_true_lat_gap,entry_perceived_lat_speed,entry_true_lat_speed,entry_perceived_speed,entry_true_speed
1,0.0,False,0,4.0,False,11.11111111111111,-4.086173873954047,-3.999999999999999,2.5709783980467305,1.6,0.0,0.0,2.7777777777777777,2.7777777777777777,,,,,,,,,
1,0.1,False,0,4.0,False,11.11111111111111,-2.8851492871728377,-3.999999999999999,0.7305419450003123,1.54,-0.1,-0.1,2.7777777777777777,2.7777777777777777,11.11111111111111,125.06009760747254,124.56666666666716,1.3116387264192988,-0.00999999999999579,-0.1,-0.1,2.7777777777777777,2.7777777777777777
1,0.2,False,0,4.0,False,11.11111111111111,-4.071203256196324,-3.999999999999999,0.840102029842527,1.48,-0.2,-0.2,2.7777777777777777,2.7777777777777777,11.11111111111111,59.144221829327606,57.90000000000019,0.46939247818117114,-0.019999999999997353,-0.2,-0.2,2.7777777777777777,2.7777777777777777
1,0.30000000000000004,False,0,4.0,False,11.11111111111111,-4.127375752162247,-3.999999999999999,1.4612518083554438,1.42,-0.30000000000000004,-0.30000000000000004,2.7777777777777777,2.7777777777777777,11.11111111111111,36.06016643665201,35.40000000000009,0.07611152686933398,-0.020000000000001572,-0.30000000000000004,-0.30000000000000004,2.7777777777777777,2.7777777777777777
1,0.4,False,0,2.900000000000001,False,11.11111111111111,-4.0912739811322805,-3.999999999999999,1.0424794894157499,1.3599999999999999,-0.4,-0.4,2.7777777777777777,2.7777777777777777,11.11111111111111,24.246192236764667,23.73333333333337,-0.6635266338891044,-6.661338147750939e-16,-0.4,-0.4,2.7777777777777777,2.7777777777777777
1,0.5,False,0,2.1,False,11.11111111111111,-3.417182235290766,-3.999999999999999,1.1092990700214687,1.3000000000000003,-0.5,-0.5,2.7777777777777777,2.7777777777777777,11.11111111111111,16.759412766423193,17.066666666666674,-0.1967112245893281,0.0,-0.5,-0.5,2.7777777777777777,2.7777777777777777
1,0.6000000000000001,False,0,1.5666666666666664,True,11.11111111111111,-3.833715510576801,-3.999999999999999,1.5413654543345734,1.2400000000000002,-0.6000000000000001,-0.6000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,12.957292542772777,12.899999999999995,-0.5050645540745529,-0.019999999999999574,-0.6000000000000001,-0.6000000000000001,2.7777777777777777,2.7777777777777777
1,0.7000000000000001,False,0,1.1857142857142857,False,11.11111111111111,-3.6431216879227044,-3.999999999999999,0.6455324180542017,1.1800000000000002,-0.7000000000000001,-0.7000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,9.808432360540419,9.56666666666666,0.6636847895127045,-0.009999999999999343,-0.7000000000000001,-0.7000000000000001,2.7777777777777777,2.7777777777777777
1,0.8,False,0,0.9000000000000002,False,11.11111111111111,-4.277745850395516,-3.999999999999999,0.7530303898546102,1.12,-0.8,-0.8,2.7777777777777777,2.7777777777777777,11.11111111111111,6.528623930044719,7.066666666666662,0.02775114299443615,-2.220446049250313e-16,-0.8,-0.8,2.7777777777777777,2.7777777777777777
1,0.9,False,0,0.6777777777777776,False,11.11111111111111,-4.231632967924753,-3.999999999999999,0.07157804845461158,1.06,-0.9,-0.9,2.7777777777777777,2.7777777777777777,11.11111111111111,5.41778318796472,5.399999999999996,0.00824497946486824,-0.02000000000000024,-0.9,-0.9,2.7777777777777777,2.7777777777777777
1,1.0,False,0,0.5,False,11.11111111111111,-4.119406644019092,-3.999999999999999,0.8284489843375207,1.0,-1.0,-1.0,2.7777777777777777,2.7777777777777777,11.11111111111111,4.545749969158808,3.7333333333333316,-0.9514903034223879,0.0,-1.0,-1.0,2.7777777777777777,2.7777777777777777
1,1.1,False,0,0.3545454545454546,False,11.11111111111111,-3.7418139760131206,-3.999999999999999,0.7787453899440946,0.94,-1.1,-1.1,2.7777777777777777,2.7777777777777777,11.11111111111111,3.235767786859152,2.8999999999999977,-0.4169206550075275,-0.0499999999999996,-1.1,-1.1,2.7777777777777777,2.7777777777777777
1,1.2000000000000002,False,0,0.2333333333333335,True,11.11111111111111,-3.092498548406926,-3.999999999999999,0.71153507900797,0.8799999999999999,-1.2000000000000002,-1.2000000000000002,2.7777777777777777,2.7777777777777777,11.11111111111111,2.619169596648832,2.066666666666662,0.06955732842312279,-0.07999999999999963,-1.2000000000000002,-1.2000000000000002,2.7777777777777777,2.7777777777777777
1,1.3,False,0,0.13076923076923072,False,11.11111111111111,-3.846881879604357,-3.999999999999999,0.6362963860309345,0.8199999999999998,-1.3,-1.3,2.7777777777777777,2.7777777777777777,11.11111111111111,0.8583171934360516,1.2333333333333298,-0.3667048359812033,-0.09000000000000008,-1.3,-1.3,2.7777777777777777,2.7777777777777777
